ID ,Reference_number,Month_start,Year_start,Month_finish,Year_finish,Total_of_months,Sampling_habitat,Sampling_design,Effort,Method ,Trap_size,Strata_sampling,Order,Genus, Species_name_on_paper, Actual_species_name,Species_origin,Individuals_captured,Abundance_(ind/trap-nights),Voucher_Specimens
sm119,92,October,2005,October,2007,NA,Interior and Edge,Linear transect,1760,Live traps,NA,Ground and understory,Didelphimorphia,Didelphis,Didelphis aurita,Didelphis aurita,Native,20,1.136363636,Yes
sm119,92,October,2005,October,2007,NA,Interior and Edge,Linear transect,1760,Live traps,NA,Ground and understory,Didelphimorphia,Marmosops,Marmosops incanus,Marmosops incanus,Native,4,0.227272727,Yes
sm119,92,October,2005,October,2007,NA,Interior and Edge,Linear transect,1760,Live traps,NA,Ground and understory,Didelphimorphia,Marmosa,Micoureus paraguayanus,Marmosa paraguayana,Native,4,0.227272727,Yes
sm120,92,October,2005,October,2007,NA,Interior and Edge,Linear transect,1760,Live traps,NA,Ground and understory,Rodentia,Akodon,Akodon cursor,Akodon cursor,Native,1,0.056818182,Yes
sm120,92,October,2005,October,2007,NA,Interior and Edge,Linear transect,1760,Live traps,NA,Ground and understory,Rodentia,Oligoryzomys,Oligoryzomys nigripes,Oligoryzomys nigripes,Native,2,0.113636364,Yes
sm120,92,October,2005,October,2007,NA,Interior and Edge,Linear transect,1760,Live traps,NA,Ground and understory,Rodentia,Rattus,Rattus norvergicus,Rattus norvegicus,Invasive,3,0.170454545,Yes
sm120,92,October,2005,October,2007,NA,Interior and Edge,Linear transect,1760,Live traps,NA,Ground and understory,Didelphimorphia,Didelphis,Didelphis aurita,Didelphis aurita,Native,11,0.625,Yes
sm120,92,October,2005,October,2007,NA,Interior and Edge,Linear transect,1760,Live traps,NA,Ground and understory,Didelphimorphia,Marmosops,Marmosops incanus,Marmosops incanus,Native,5,0.284090909,Yes
sm120,92,October,2005,October,2007,NA,Interior and Edge,Linear transect,1760,Live traps,NA,Ground and understory,Didelphimorphia,Marmosa,Micoureus paraguayanus,Marmosa paraguayana,Native,2,0.113636364,Yes
sm120,92,October,2005,October,2007,NA,Interior and Edge,Linear transect,1760,Live traps,NA,Ground and understory,Didelphimorphia,Metachirus,Metachirus nudicaudatus,Metachirus nudicaudatus,Native,1,0.056818182,Yes
sm120,92,October,2005,October,2007,NA,Interior and Edge,Linear transect,1760,Live traps,NA,Ground and understory,Didelphimorphia,Philander,Philander frenatus,Philander frenatus,Native,1,0.056818182,Yes
sm121,92,October,2005,October,2007,NA,Interior and Edge,Linear transect,1760,Live traps,NA,Ground and understory,Didelphimorphia,Didelphis,Didelphis aurita,Didelphis aurita,Native,3,0.170454545,Yes
sm121,92,October,2005,October,2007,NA,Interior and Edge,Linear transect,1760,Live traps,NA,Ground and understory,Didelphimorphia,Marmosops,Marmosops incanus,Marmosops incanus,Native,3,0.170454545,Yes
sm121,92,October,2005,October,2007,NA,Interior and Edge,Linear transect,1760,Live traps,NA,Ground and understory,Didelphimorphia,Monodelphis,Monodelphis americana,Monodelphis americana,Native,1,0.056818182,Yes
sm122,92,October,2005,October,2007,NA,Interior and Edge,Linear transect,1760,Live traps,NA,Ground and understory,Rodentia,Oligoryzomys,Oligoryzomys nigripes,Oligoryzomys nigripes,Native,1,0.056818182,Yes
sm122,92,October,2005,October,2007,NA,Interior and Edge,Linear transect,1760,Live traps,NA,Ground and understory,Rodentia,Rattus,Rattus norvergicus,Rattus norvegicus,Invasive,1,0.056818182,Yes
sm122,92,October,2005,October,2007,NA,Interior and Edge,Linear transect,1760,Live traps,NA,Ground and understory,Didelphimorphia,Didelphis,Didelphis aurita,Didelphis aurita,Native,10,0.568181818,Yes
sm122,92,October,2005,October,2007,NA,Interior and Edge,Linear transect,1760,Live traps,NA,Ground and understory,Didelphimorphia,Marmosops,Marmosops incanus,Marmosops incanus,Native,5,0.284090909,Yes
sm122,92,October,2005,October,2007,NA,Interior and Edge,Linear transect,1760,Live traps,NA,Ground and understory,Didelphimorphia,Marmosa,Micoureus paraguayanus,Marmosa paraguayana,Native,9,0.511363636,Yes
sm123,92,October,2005,October,2007,NA,Interior and Edge,Linear transect,1760,Live traps,NA,Ground and understory,Rodentia,Akodon,Akodon cursor,Akodon cursor,Native,4,0.227272727,Yes
sm123,92,October,2005,October,2007,NA,Interior and Edge,Linear transect,1760,Live traps,NA,Ground and understory,Rodentia,Rattus,Rattus norvergicus,Rattus norvegicus,Invasive,3,0.170454545,Yes
sm123,92,October,2005,October,2007,NA,Interior and Edge,Linear transect,1760,Live traps,NA,Ground and understory,Rodentia,Rattus,Rattus rattus,Rattus rattus,Invasive,1,0.056818182,Yes
sm123,92,October,2005,October,2007,NA,Interior and Edge,Linear transect,1760,Live traps,NA,Ground and understory,Didelphimorphia,Didelphis,Didelphis aurita,Didelphis aurita,Native,4,0.227272727,Yes
sm123,92,October,2005,October,2007,NA,Interior and Edge,Linear transect,1760,Live traps,NA,Ground and understory,Didelphimorphia,Marmosa,Micoureus paraguayanus,Marmosa paraguayana,Native,1,0.056818182,Yes
sm124,92,October,2005,October,2007,NA,Interior and Edge,Linear transect,1760,Live traps,NA,Ground and understory,Rodentia,Oligoryzomys,Oligoryzomys nigripes,Oligoryzomys nigripes,Native,1,0.056818182,Yes
sm124,92,October,2005,October,2007,NA,Interior and Edge,Linear transect,1760,Live traps,NA,Ground and understory,Didelphimorphia,Didelphis,Didelphis aurita,Didelphis aurita,Native,8,0.454545455,Yes
sm124,92,October,2005,October,2007,NA,Interior and Edge,Linear transect,1760,Live traps,NA,Ground and understory,Didelphimorphia,Marmosa,Micoureus paraguayanus,Marmosa paraguayana,Native,2,0.113636364,Yes
sm124,92,October,2005,October,2007,NA,Interior and Edge,Linear transect,1760,Live traps,NA,Ground and understory,Didelphimorphia,Monodelphis,Monodelphis americana,Monodelphis americana,Native,2,0.113636364,Yes
sm125,52,October,2005,October,2007,NA,Interior and Edge,Linear transect,10560,Live traps,M,Ground and understory,Rodentia,Akodon,Akodon cursor,Akodon cursor,Native,6,0.056818182,No
sm125,52,October,2005,October,2007,NA,Interior and Edge,Linear transect,10560,Live traps,M,Ground and understory,Rodentia,Oligoryzomys,Oligoryzomys nigripes,Oligoryzomys nigripes,Native,4,0.037878788,No
sm125,52,October,2005,October,2007,NA,Interior and Edge,Linear transect,10560,Live traps,M,Ground and understory,Rodentia,Rattus,Rattus norvergicus,Rattus norvegicus,Invasive,8,0.075757576,No
sm125,52,October,2005,October,2007,NA,Interior and Edge,Linear transect,10560,Live traps,M,Ground and understory,Rodentia,Rattus,Rattus rattus,Rattus rattus,Invasive,1,0.009469697,No
sm125,52,October,2005,October,2007,NA,Interior and Edge,Linear transect,10560,Live traps,M,Ground and understory,Didelphimorphia,Didelphis,Didelphis aurita,Didelphis aurita,Native,56,0.53030303,No
sm125,52,October,2005,October,2007,NA,Interior and Edge,Linear transect,10560,Live traps,M,Ground and understory,Didelphimorphia,Marmosops,Marmosops incanus,Marmosops incanus,Native,17,0.160984848,No
sm125,52,October,2005,October,2007,NA,Interior and Edge,Linear transect,10560,Live traps,M,Ground and understory,Didelphimorphia,Marmosa,Micoureus paraguayanus,Marmosa paraguayana,Native,18,0.170454545,No
sm125,52,October,2005,October,2007,NA,Interior and Edge,Linear transect,10560,Live traps,M,Ground and understory,Didelphimorphia,Metachirus,Metachirus nudicaudatus,Metachirus nudicaudatus,Native,1,0.009469697,No
sm125,52,October,2005,October,2007,NA,Interior and Edge,Linear transect,10560,Live traps,M,Ground and understory,Didelphimorphia,Monodelphis,Monodelphis americana,Monodelphis americana,Native,3,0.028409091,No
sm125,52,October,2005,October,2007,NA,Interior and Edge,Linear transect,10560,Live traps,M,Ground and understory,Didelphimorphia,Philander,Philander frenatus,Philander frenatus,Native,1,0.009469697,No
sm126,53,November,2012,October,2013,NA,Interior,Linear transect,3674,Live traps and Pitfall,S/M/L,Ground,Didelphimorphia,Didelphis,Didelphis aurita,Didelphis aurita,Native,8,0.217746326,No
sm126,53,November,2012,October,2013,NA,Interior,Linear transect,3674,Live traps and Pitfall,S/M/L,Ground,Didelphimorphia,Metachirus,Metachirus nudicaudatus,Metachirus nudicaudatus,Native,1,0.027218291,No
sm126,53,November,2012,October,2013,NA,Interior,Linear transect,3674,Live traps and Pitfall,S/M/L,Ground,Didelphimorphia,Monodelphis,Monodelphis scalops,Monodelphis scalops,Native,1,0.027218291,No
sm126,53,November,2012,October,2013,NA,Interior,Linear transect,3674,Live traps and Pitfall,S/M/L,Ground,Rodentia,Akodon,Akodon cursor,Akodon cursor,Native,32,0.870985302,No
sm126,53,November,2012,October,2013,NA,Interior,Linear transect,3674,Live traps and Pitfall,S/M/L,Ground,Rodentia,Akodon,Akodon montensis,Akodon montensis,Native,2,0.054436581,No
sm126,53,November,2012,October,2013,NA,Interior,Linear transect,3674,Live traps and Pitfall,S/M/L,Ground,Rodentia,Delomys,Delomys sublineatus,Delomys sublineatus,Native,1,0.027218291,No
sm126,53,November,2012,October,2013,NA,Interior,Linear transect,3674,Live traps and Pitfall,S/M/L,Ground,Rodentia,Euryoryzomys,Euryoryzomys russatus,Euryoryzomys russatus,Native,30,0.816548721,No
sm126,53,November,2012,October,2013,NA,Interior,Linear transect,3674,Live traps and Pitfall,S/M/L,Ground,Rodentia,Juliomys,Juliomys pictipes,Juliomys pictipes,Native,2,0.054436581,No
sm126,53,November,2012,October,2013,NA,Interior,Linear transect,3674,Live traps and Pitfall,S/M/L,Ground,Rodentia,Oligoryzomys,Oligoryzomys nigripes,Oligoryzomys nigripes,Native,4,0.108873163,No
sm126,53,November,2012,October,2013,NA,Interior,Linear transect,3674,Live traps and Pitfall,S/M/L,Ground,Rodentia,Oxymycterus,Oxymycterus dasytrichus,Oxymycterus dasytrichus,Native,1,0.027218291,No
sm126,53,November,2012,October,2013,NA,Interior,Linear transect,3674,Live traps and Pitfall,S/M/L,Ground,Rodentia,Oxymycterus,Oxymycterus judex,Oxymycterus quaestor,Native,1,0.027218291,No
sm127,53,November,2012,October,2013,NA,Interior and Edge,Linear transect,3674,Live traps and Pitfall,S/M/L,Ground,Didelphimorphia,Didelphis,Didelphis aurita,Didelphis aurita,Native,12,0.326619488,No
sm127,53,November,2012,October,2013,NA,Interior and Edge,Linear transect,3674,Live traps and Pitfall,S/M/L,Ground,Didelphimorphia,Monodelphis,Monodelphis iheringi,Monodelphis iheringi,Native,2,0.054436581,No
sm127,53,November,2012,October,2013,NA,Interior and Edge,Linear transect,3674,Live traps and Pitfall,S/M/L,Ground,Didelphimorphia,Philander,Philander frenatus,Philander frenatus,Native,9,0.244964616,No
sm127,53,November,2012,October,2013,NA,Interior and Edge,Linear transect,3674,Live traps and Pitfall,S/M/L,Ground,Rodentia,Akodon,Akodon cursor,Akodon cursor,Native,29,0.78933043,No
sm127,53,November,2012,October,2013,NA,Interior and Edge,Linear transect,3674,Live traps and Pitfall,S/M/L,Ground,Rodentia,Euryoryzomys,Euryoryzomys russatus,Euryoryzomys russatus,Native,21,0.571584105,No
sm127,53,November,2012,October,2013,NA,Interior and Edge,Linear transect,3674,Live traps and Pitfall,S/M/L,Ground,Rodentia,Nectomys,Nectomys squamipes,Nectomys squamipes,Native,9,0.244964616,No
sm127,53,November,2012,October,2013,NA,Interior and Edge,Linear transect,3674,Live traps and Pitfall,S/M/L,Ground,Rodentia,Oligoryzomys,Oligoryzomys nigripes,Oligoryzomys nigripes,Native,1,0.027218291,No
sm127,53,November,2012,October,2013,NA,Interior and Edge,Linear transect,3674,Live traps and Pitfall,S/M/L,Ground,Rodentia,Oxymycterus,Oxymycterus judex,Oxymycterus quaestor,Native,7,0.190528035,No
sm128,53,November,2012,October,2013,NA,Interior and Edge,Linear transect,3674,Live traps and Pitfall,S/M/L,Ground,Didelphimorphia,Didelphis,Didelphis aurita,Didelphis aurita,Native,25,0.680457267,No
sm128,53,November,2012,October,2013,NA,Interior and Edge,Linear transect,3674,Live traps and Pitfall,S/M/L,Ground,Didelphimorphia,Marmosa,Micoureus paraguayanus,Marmosa paraguayana,Native,1,0.027218291,No
sm128,53,November,2012,October,2013,NA,Interior and Edge,Linear transect,3674,Live traps and Pitfall,S/M/L,Ground,Didelphimorphia,Monodelphis,Monodelphis iheringi,Monodelphis iheringi,Native,1,0.027218291,No
sm128,53,November,2012,October,2013,NA,Interior and Edge,Linear transect,3674,Live traps and Pitfall,S/M/L,Ground,Didelphimorphia,Philander,Philander frenatus,Philander frenatus,Native,1,0.027218291,No
sm128,53,November,2012,October,2013,NA,Interior and Edge,Linear transect,3674,Live traps and Pitfall,S/M/L,Ground,Rodentia,Akodon,Akodon cursor,Akodon cursor,Native,9,0.244964616,No
sm128,53,November,2012,October,2013,NA,Interior and Edge,Linear transect,3674,Live traps and Pitfall,S/M/L,Ground,Rodentia,Delomys,Delomys sublineatus,Delomys sublineatus,Native,1,0.027218291,No
sm128,53,November,2012,October,2013,NA,Interior and Edge,Linear transect,3674,Live traps and Pitfall,S/M/L,Ground,Rodentia,Euryoryzomys,Euryoryzomys russatus,Euryoryzomys russatus,Native,23,0.626020686,No
sm128,53,November,2012,October,2013,NA,Interior and Edge,Linear transect,3674,Live traps and Pitfall,S/M/L,Ground,Rodentia,Juliomys,Juliomys pictipes,Juliomys pictipes,Native,2,0.054436581,No
sm128,53,November,2012,October,2013,NA,Interior and Edge,Linear transect,3674,Live traps and Pitfall,S/M/L,Ground,Rodentia,Nectomys,Nectomys squamipes,Nectomys squamipes,Native,4,0.108873163,No
sm128,53,November,2012,October,2013,NA,Interior and Edge,Linear transect,3674,Live traps and Pitfall,S/M/L,Ground,Rodentia,Oligoryzomys,Oligoryzomys nigripes,Oligoryzomys nigripes,Native,3,0.081654872,No
sm129,54,June,1997,September,2003,NA,Interior and Edge,Linear transect,1680,Live traps,S/M/L,Ground,Rodentia,Akodon,Akodon montensis,Akodon montensis,Native,75,4.464285714,No
sm129,54,June,1997,September,2003,NA,Interior and Edge,Linear transect,1680,Live traps,S/M/L,Ground,Rodentia,Delomys,Delomys dorsalis,Delomys dorsalis,Native,10,0.595238095,No
sm129,54,June,1997,September,2003,NA,Interior and Edge,Linear transect,1680,Live traps,S/M/L,Ground,Rodentia,Oligoryzomys,Oligoryzomys nigripes,Oligoryzomys nigripes,Native,27,1.607142857,No
sm129,54,June,1997,September,2003,NA,Interior and Edge,Linear transect,1680,Live traps,S/M/L,Ground,Rodentia,Euryoryzomys,Euryoryzomys russatus,Euryoryzomys russatus,Native,39,2.321428571,No
sm129,54,June,1997,September,2003,NA,Interior and Edge,Linear transect,1680,Live traps,S/M/L,Ground,Rodentia,Oligoryzomys,Oligoryzomys flavescens,Oligoryzomys flavescens,Native,20,1.19047619,No
sm129,54,June,1997,September,2003,NA,Interior and Edge,Linear transect,1680,Live traps,S/M/L,Ground,Rodentia,Nectomys,Nectomys rattus,Nectomys squamipes,Native,10,0.595238095,No
sm129,54,June,1997,September,2003,NA,Interior and Edge,Linear transect,1680,Live traps,S/M/L,Ground,Rodentia,Brucepattersonius,Brucepattersonius iheringi,Brucepattersonius iheringi,Native,5,0.297619048,No
sm129,54,June,1997,September,2003,NA,Interior and Edge,Linear transect,1680,Live traps,S/M/L,Ground,Rodentia,Sooretamys,Sooretamys angouya,Sooretamys angouya,Native,1,0.05952381,No
sm129,54,June,1997,September,2003,NA,Interior and Edge,Linear transect,1680,Live traps,S/M/L,Ground,Rodentia,Holochilus,Holochilus brasiliensis,Holochilus brasiliensis,Native,3,0.178571429,No
sm129,54,June,1997,September,2003,NA,Interior and Edge,Linear transect,1680,Live traps,S/M/L,Ground,Rodentia,Euryzygomatomys,Euryzygomatomys spinosus,Euryzygomatomys spinosus ,Native,2,0.119047619,No
sm129,54,June,1997,September,2003,NA,Interior and Edge,Linear transect,1680,Live traps,S/M/L,Ground,Rodentia,Oxymycterus,Oxymycterus rufus,Oxymycterus quaestor,Native,2,0.119047619,No
sm129,54,June,1997,September,2003,NA,Interior and Edge,Linear transect,1680,Live traps,S/M/L,Ground,Rodentia,Oxymycterus,Oxymycterus nasutus,Oxymycterus nasutus,Native,1,0.05952381,No
sm130,54,June,1997,September,2003,NA,Interior and Edge,Linear transect,1680,Live traps,S/M/L,Ground,Rodentia,Akodon,Akodon montensis,Akodon montensis,Native,13,0.773809524,No
sm130,54,June,1997,September,2003,NA,Interior and Edge,Linear transect,1680,Live traps,S/M/L,Ground,Rodentia,Delomys,Delomys dorsalis,Delomys dorsalis,Native,1,0.05952381,No
sm130,54,June,1997,September,2003,NA,Interior and Edge,Linear transect,1680,Live traps,S/M/L,Ground,Rodentia,Oligoryzomys,Oligoryzomys nigripes,Oligoryzomys nigripes,Native,14,0.833333333,No
sm130,54,June,1997,September,2003,NA,Interior and Edge,Linear transect,1680,Live traps,S/M/L,Ground,Rodentia,Euryoryzomys,Euryoryzomys russatus,Euryoryzomys russatus,Native,6,0.357142857,No
sm130,54,June,1997,September,2003,NA,Interior and Edge,Linear transect,1680,Live traps,S/M/L,Ground,Rodentia,Sooretamys,Sooretamys angouya,Sooretamys angouya,Native,1,0.05952381,No
sm130,54,June,1997,September,2003,NA,Interior and Edge,Linear transect,1680,Live traps,S/M/L,Ground,Rodentia,Necromys,Necromys lasiurus,Necromys lasiurus,Native,1,0.05952381,No
sm131,54,June,1997,September,2003,NA,Interior and Edge,Linear transect,1680,Live traps,S/M/L,Ground,Rodentia,Akodon,Akodon montensis,Akodon montensis,Native,66,3.928571429,No
sm131,54,June,1997,September,2003,NA,Interior and Edge,Linear transect,1680,Live traps,S/M/L,Ground,Rodentia,Delomys,Delomys dorsalis,Delomys dorsalis,Native,58,3.452380952,No
sm131,54,June,1997,September,2003,NA,Interior and Edge,Linear transect,1680,Live traps,S/M/L,Ground,Rodentia,Oligoryzomys,Oligoryzomys nigripes,Oligoryzomys nigripes,Native,19,1.130952381,No
sm131,54,June,1997,September,2003,NA,Interior and Edge,Linear transect,1680,Live traps,S/M/L,Ground,Rodentia,Euryoryzomys,Euryoryzomys russatus,Euryoryzomys russatus,Native,3,0.178571429,No
sm131,54,June,1997,September,2003,NA,Interior and Edge,Linear transect,1680,Live traps,S/M/L,Ground,Rodentia,Oligoryzomys,Oligoryzomys flavescens,Oligoryzomys flavescens,Native,15,0.892857143,No
sm131,54,June,1997,September,2003,NA,Interior and Edge,Linear transect,1680,Live traps,S/M/L,Ground,Rodentia,Brucepattersonius,Brucepattersonius iheringi,Brucepattersonius iheringi,Native,3,0.178571429,No
sm131,54,June,1997,September,2003,NA,Interior and Edge,Linear transect,1680,Live traps,S/M/L,Ground,Rodentia,Sooretamys,Sooretamys angouya,Sooretamys angouya,Native,4,0.238095238,No
sm131,54,June,1997,September,2003,NA,Interior and Edge,Linear transect,1680,Live traps,S/M/L,Ground,Rodentia,Akodon,Akodon reigi,Akodon reigi,Native,5,0.297619048,No
sm131,54,June,1997,September,2003,NA,Interior and Edge,Linear transect,1680,Live traps,S/M/L,Ground,Rodentia,Necromys,Necromys lasiurus,Necromys lasiurus,Native,3,0.178571429,No
sm131,54,June,1997,September,2003,NA,Interior and Edge,Linear transect,1680,Live traps,S/M/L,Ground,Rodentia,Thaptomys,Thaptomys nigrita,Thaptomys nigrita,Native,4,0.238095238,No
sm131,54,June,1997,September,2003,NA,Interior and Edge,Linear transect,1680,Live traps,S/M/L,Ground,Rodentia,Wilfredomys,Wilfredomys oenax,Wilfredomys oenax,Native,1,0.05952381,No
sm132,55,October,2011,July,2012,NA,Interior,Linear transect,1100,Live traps and Pitfall,S/M/L,Ground and understory,Didelphimorphia,Marmosa,Marmosa paraguayana,Marmosa paraguayana,Native,3,0.272727273,Yes
sm132,55,October,2011,July,2012,NA,Interior,Linear transect,1100,Live traps and Pitfall,S/M/L,Ground and understory,Didelphimorphia,Philander,Philander frenatus,Philander frenatus,Native,6,0.545454545,Yes
sm132,55,October,2011,July,2012,NA,Interior,Linear transect,1100,Live traps and Pitfall,S/M/L,Ground and understory,Rodentia,Akodon,Akodon spp.,Akodon sp.,Native,2,0.181818182,Yes
sm132,55,October,2011,July,2012,NA,Interior,Linear transect,1100,Live traps and Pitfall,S/M/L,Ground and understory,Rodentia,Delomys,Delomys dorsalis,Delomys dorsalis,Native,8,0.727272727,Yes
sm132,55,October,2011,July,2012,NA,Interior,Linear transect,1100,Live traps and Pitfall,S/M/L,Ground and understory,Rodentia,Euryoryzomys,Euryoryzomys russatus,Euryoryzomys russatus,Native,2,0.181818182,Yes
sm132,55,October,2011,July,2012,NA,Interior,Linear transect,1100,Live traps and Pitfall,S/M/L,Ground and understory,Rodentia,Oligoryzomys,Oligoryzomys nigripes,Oligoryzomys nigripes,Native,3,0.272727273,Yes
sm132,55,October,2011,July,2012,NA,Interior,Linear transect,1100,Live traps and Pitfall,S/M/L,Ground and understory,Rodentia,Oxymycterus,Oxymycterus judex,Oxymycterus quaestor,Native,6,0.545454545,Yes
sm132,55,October,2011,July,2012,NA,Interior,Linear transect,1100,Live traps and Pitfall,S/M/L,Ground and understory,Rodentia,Sooretamys,Sooretamys angouya,Sooretamys angouya,Native,1,0.090909091,Yes
sm132,55,October,2011,July,2012,NA,Interior,Linear transect,1100,Live traps and Pitfall,S/M/L,Ground and understory,Rodentia,Thaptomys,Thaptomys nigrita,Thaptomys nigrita,Native,2,0.181818182,Yes
sm133,55,October,2011,July,2012,NA,Interior,Linear transect,1100,Live traps and Pitfall,S/M/L,Ground and understory,Didelphimorphia,Gracilinanus,Gracilinanus microtarsus,Gracilinanus microtarsus,Native,1,0.090909091,Yes
sm133,55,October,2011,July,2012,NA,Interior,Linear transect,1100,Live traps and Pitfall,S/M/L,Ground and understory,Didelphimorphia,Monodelphis,Monodelphis iheringi,Monodelphis iheringi,Native,2,0.181818182,Yes
sm133,55,October,2011,July,2012,NA,Interior,Linear transect,1100,Live traps and Pitfall,S/M/L,Ground and understory,Didelphimorphia,Philander,Philander frenatus,Philander frenatus,Native,4,0.363636364,Yes
sm133,55,October,2011,July,2012,NA,Interior,Linear transect,1100,Live traps and Pitfall,S/M/L,Ground and understory,Rodentia,Akodon,Akodon spp.,Akodon sp.,Native,1,0.090909091,Yes
sm133,55,October,2011,July,2012,NA,Interior,Linear transect,1100,Live traps and Pitfall,S/M/L,Ground and understory,Rodentia,Delomys,Delomys dorsalis,Delomys dorsalis,Native,2,0.181818182,Yes
sm133,55,October,2011,July,2012,NA,Interior,Linear transect,1100,Live traps and Pitfall,S/M/L,Ground and understory,Rodentia,Euryoryzomys,Euryoryzomys russatus,Euryoryzomys russatus,Native,2,0.181818182,Yes
sm133,55,October,2011,July,2012,NA,Interior,Linear transect,1100,Live traps and Pitfall,S/M/L,Ground and understory,Rodentia,Juliomys,Juliomys sp.,Juliomys sp.,Native,3,0.272727273,Yes
sm133,55,October,2011,July,2012,NA,Interior,Linear transect,1100,Live traps and Pitfall,S/M/L,Ground and understory,Rodentia,Nectomys,Nectomys squamipes,Nectomys squamipes,Native,3,0.272727273,Yes
sm133,55,October,2011,July,2012,NA,Interior,Linear transect,1100,Live traps and Pitfall,S/M/L,Ground and understory,Rodentia,Oligoryzomys,Oligoryzomys nigripes,Oligoryzomys nigripes,Native,4,0.363636364,Yes
sm133,55,October,2011,July,2012,NA,Interior,Linear transect,1100,Live traps and Pitfall,S/M/L,Ground and understory,Rodentia,Thaptomys,Thaptomys nigrita,Thaptomys nigrita,Native,5,0.454545455,Yes
sm134,55,October,2011,July,2012,NA,Interior,Linear transect,1100,Live traps and Pitfall,S/M/L,Ground and understory,Didelphimorphia,Marmosa,Marmosa paraguayana,Marmosa paraguayana,Native,5,0.454545455,Yes
sm134,55,October,2011,July,2012,NA,Interior,Linear transect,1100,Live traps and Pitfall,S/M/L,Ground and understory,Didelphimorphia,Monodelphis,Monodelphis iheringi,Monodelphis iheringi,Native,1,0.090909091,Yes
sm134,55,October,2011,July,2012,NA,Interior,Linear transect,1100,Live traps and Pitfall,S/M/L,Ground and understory,Didelphimorphia,Philander,Philander frenatus,Philander frenatus,Native,8,0.727272727,Yes
sm134,55,October,2011,July,2012,NA,Interior,Linear transect,1100,Live traps and Pitfall,S/M/L,Ground and understory,Rodentia,Akodon,Akodon spp.,Akodon sp.,Native,5,0.454545455,Yes
sm134,55,October,2011,July,2012,NA,Interior,Linear transect,1100,Live traps and Pitfall,S/M/L,Ground and understory,Rodentia,Brucepattersonius,Brucepattersonius iheringi,Brucepattersonius iheringi,Native,1,0.090909091,Yes
sm134,55,October,2011,July,2012,NA,Interior,Linear transect,1100,Live traps and Pitfall,S/M/L,Ground and understory,Rodentia,Euryoryzomys,Euryoryzomys russatus,Euryoryzomys russatus,Native,1,0.090909091,Yes
sm134,55,October,2011,July,2012,NA,Interior,Linear transect,1100,Live traps and Pitfall,S/M/L,Ground and understory,Rodentia,Juliomys,Juliomys sp.,Juliomys sp.,Native,1,0.090909091,Yes
sm134,55,October,2011,July,2012,NA,Interior,Linear transect,1100,Live traps and Pitfall,S/M/L,Ground and understory,Rodentia,Oligoryzomys,Oligoryzomys nigripes,Oligoryzomys nigripes,Native,2,0.181818182,Yes
sm134,55,October,2011,July,2012,NA,Interior,Linear transect,1100,Live traps and Pitfall,S/M/L,Ground and understory,Rodentia,Sooretamys,Sooretamys angouya,Sooretamys angouya,Native,1,0.090909091,Yes
sm135,55,October,2011,July,2012,NA,Interior,Linear transect,1100,Live traps and Pitfall,S/M/L,Ground and understory,Didelphimorphia,Marmosa,Marmosa paraguayana,Marmosa paraguayana,Native,1,0.090909091,Yes
sm135,55,October,2011,July,2012,NA,Interior,Linear transect,1100,Live traps and Pitfall,S/M/L,Ground and understory,Didelphimorphia,Philander,Philander frenatus,Philander frenatus,Native,5,0.454545455,Yes
sm135,55,October,2011,July,2012,NA,Interior,Linear transect,1100,Live traps and Pitfall,S/M/L,Ground and understory,Rodentia,Akodon,Akodon spp.,Akodon sp.,Native,4,0.363636364,Yes
sm135,55,October,2011,July,2012,NA,Interior,Linear transect,1100,Live traps and Pitfall,S/M/L,Ground and understory,Rodentia,Delomys,Delomys dorsalis,Delomys dorsalis,Native,1,0.090909091,Yes
sm135,55,October,2011,July,2012,NA,Interior,Linear transect,1100,Live traps and Pitfall,S/M/L,Ground and understory,Rodentia,Euryoryzomys,Euryoryzomys russatus,Euryoryzomys russatus,Native,3,0.272727273,Yes
sm135,55,October,2011,July,2012,NA,Interior,Linear transect,1100,Live traps and Pitfall,S/M/L,Ground and understory,Rodentia,Juliomys,Juliomys sp.,Juliomys sp.,Native,2,0.181818182,Yes
sm135,55,October,2011,July,2012,NA,Interior,Linear transect,1100,Live traps and Pitfall,S/M/L,Ground and understory,Rodentia,Oligoryzomys,Oligoryzomys nigripes,Oligoryzomys nigripes,Native,2,0.181818182,Yes
sm136,56,July,2006,October,2006,NA,Interior and Edge,Grid and Linear transect,257,Live traps,S/M,Ground,Rodentia,Akodon,Akodon montensis,Akodon montensis,Native,7,2.723735409,NA
sm136,56,July,2006,October,2006,NA,Interior and Edge,Grid and Linear transect,257,Live traps,S/M,Ground,Rodentia,Oligoryzomys,Oligoryzomys nigripes,Oligoryzomys nigripes,Native,4,1.556420233,NA
sm137,56,July,2006,October,2006,NA,Interior and Edge,Grid and Linear transect,908,Live traps,S/M,Ground,Rodentia,Oligoryzomys,Oligoryzomys nigripes,Oligoryzomys nigripes,Native,5,0.550660793,NA
sm137,56,July,2006,October,2006,NA,Interior and Edge,Grid and Linear transect,908,Live traps,S/M,Ground,Rodentia,Sooretamys,Sooretamys angouya,Sooretamys angouya,Native,6,0.660792952,NA
sm138,57,August,2004,October,2004,NA,Interior and Edge,Linear transect,3456,Live traps,NA,Ground and understory,Didelphimorphia,Caluromys,Caluromys philander,Caluromys philander,Native,1,0.028935185,Yes
